FID,id,logradouro_id,nome,metrica,comprimento,numero_porta_minimo,numero_porta_maximo,class_viaria,pavimentacao,agua,esgoto,galeria,sarjeta,iluminacao,arborizacao,quant_autonomas,quant_autonomas_prediais,quant_autonomas_territoriais,quant_autonomas_residenciais,quant_autonomas_nao_residenciais,quant_lotes,quant_quadras,data_criacao,data_alteracao,the_geom
trechos_logradouros.fid--5ab48429_18b14a67085_5df0,156410,6077,RUA N PQ NOVO CEARA,20,58.61,,,Local,Sem,Sem,Sem,Sem,Sem,Sem,Sem,0,0,0,0,0,1,1,2013-05-20,2016-08-22,"MULTILINESTRING ((553217.4222167138 9572603.644658538, 553265.0770638555 9572569.519445334))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df1,116114,31754,TRAVESSA PRO ALVARO COSTA,40,63.53,716,1131,Local,Sem,Com,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,17,17,2013-05-17,2013-05-17,"MULTILINESTRING ((559131.1626149146 9588187.777041607, 559138.4690298997 9588172.60344847, 559145.8962167819 9588157.644183895, 559150.1083788499 9588149.29824905, 559154.428858234 9588141.538625797, 559159.2583799327 9588130.82180597))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df2,118387,33770,RUA BLOCO F,40,34.94,,,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((543923.5178417698 9588943.405347418, 543905.695608022 9588913.355110029))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df3,136209,13,RUA ABEL RIBEIRO,120,103,465,1432,Local,Asfalto,Com,Com,Com,Com,Com,Com,34,32,2,25,7,21,21,2013-05-17,2018-11-26,"MULTILINESTRING ((546901.8815341039 9582073.035633573, 546814.67797383 9582127.839970294))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df4,136210,473,RUA TEN BARBOSA,120,96.38,201,676,Local,Asfalto,Com,Com,Com,Com,Com,Com,19,21,0,16,5,19,19,2013-05-17,2020-05-05,"MULTILINESTRING ((554229.4514477513 9583594.176219732, 554231.2482292952 9583580.896689175, 554245.714196067 9583499.18922433))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df5,118427,1394,RUA GALILEU,40,14.23,66,66,Local,Asfalto,Com,Com,Com,Com,Com,Com,1,1,0,1,0,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((550065.5032161629 9582440.193639426, 550060.8236672381 9582445.773101604, 550054.6075150275 9582448.883194348))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df6,134518,9412,RUA DA PAZ (PAUPINA),80,11.76,1141,1141,Local,Pedra rust,Com,Com,Sem,Com,Com,Sem,3,3,0,3,0,1,1,2013-05-17,2014-11-14,"MULTILINESTRING ((556296.8311942738 9572189.374941796, 556308.0477994981 9572185.84094289))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df7,119104,31638,RUA ROSADO PEREIRA,40,32.48,,,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((558737.9497412773 9587749.24352324, 558709.5313155514 9587733.519769415))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df8,130509,1356,RUA PDE FRANCISCO PINTO,160,7.03,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((550869.3846143442 9586399.299839417, 550864.1835433171 9586404.024476456))"
trechos_logradouros.fid--5ab48429_18b14a67085_5df9,130564,10128,RUA PRO PROFETA ISAIAS,160,10.33,,,Local,Sem,Com,Com,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((547309.2778971863 9590861.826973666, 547299.3300216439 9590864.612378817))"
trechos_logradouros.fid--5ab48429_18b14a67085_5dfa,106184,10502,RUA ABÍLIO FARIAS,180,19.15,,,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,1,0,1,0,0,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((546345.6510519112 9585638.801128954, 546331.5885519112 9585651.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5dfb,118701,11046,RUA PRO MARCOS VINICIUS,40,31.32,481,481,Local,Pedra rust,Com,Com,Sem,Com,Com,Sem,1,1,0,0,1,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((547754.598456284 9576487.0642287, 547725.8939040913 9576499.597202193))"
trechos_logradouros.fid--5ab48429_18b14a67085_5dfc,132108,5911,RUA MARTINS DE LIMA,200,51.01,,,Local,Paralelep.,Com,Sem,Sem,Com,Com,Sem,2,1,1,1,0,2,2,2013-05-17,2013-05-17,"MULTILINESTRING ((544177.5240466511 9576861.369434029, 544132.3502744063 9576885.062470973))"
trechos_logradouros.fid--5ab48429_18b14a67085_5dfd,135778,3375,RUA TEÓFILO GURGEL,120,36.66,303,342,Local,Asfalto,Com,Com,Com,Com,Com,Com,14,14,0,13,1,12,12,2013-05-17,2013-05-17,"MULTILINESTRING ((550354.011249061 9587985.523196517, 550349.908902245 9587949.092079034))"
trechos_logradouros.fid--5ab48429_18b14a67085_5dfe,113488,4155,AVENIDA PIN ANTÔNIO BANDEIRA,100,68.15,167,177,Coletora,Premoldado,Com,Com,Com,Com,Com,Com,0,0,0,0,0,2,2,2013-05-17,2017-11-07,"MULTILINESTRING ((559340.1025117075 9588675.744288424, 559358.5114817505 9588637.092244368, 559370.0557162283 9588614.540716551))"
trechos_logradouros.fid--5ab48429_18b14a67085_5dff,132581,2752,RUA GENTIL GOMES,220,16.98,604,604,Local,Pedra rust,Sem,Com,Com,Com,Com,Com,0,0,0,0,0,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((558315.4365049556 9578220.290922157, 558328.3187338453 9578209.230431346))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e00,136146,6165,RUA IRACEMA (CONJUNTO PALMEIRAS),120,50.84,450,485,Local,Sem,Com,Com,Com,Sem,Com,Com,5,5,0,1,4,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((552547.7481685013 9575231.961621253, 552514.5389540538 9575193.46912269))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e01,136152,7461,RUA LUMINOSA,120,159.07,2,844,Local,Paralelep.,Com,Com,Com,Com,Com,Sem,57,56,4,51,5,32,32,2013-05-17,2014-11-06,"MULTILINESTRING ((544789.3630984252 9581350.12506613, 544638.1909817706 9581399.63598212))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e02,136154,1153,RUA TEN ELIEZER COSTA,120,48.95,192,400,Local,Asfalto,Com,Com,Com,Com,Com,Com,15,13,2,3,10,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((545358.4896715948 9589903.84678646, 545311.521983701 9589917.627724824))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e03,138921,11155,RUA PARAISO VERDE,60,49.79,692,702,Local,Pedra rust,Com,Com,Com,Com,Com,Sem,7,4,3,2,2,7,7,2013-05-17,2014-11-06,"MULTILINESTRING ((542028.7873203976 9578533.265505424, 541986.9720963219 9578560.29261078))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e04,115545,126,RUA CEL ALEXANDRINO,60,122.3,284,424,Local,Asfalto,Com,Com,Com,Com,Com,Com,40,41,0,36,5,23,23,2013-05-17,2014-11-06,"MULTILINESTRING ((549417.0428156591 9583997.693637386, 549516.9331747151 9583927.13178154))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e05,132606,3610,RUA PRO VIEIRA,220,97.2,695,2455,Local,Asfalto,Com,Com,Com,Com,Com,Com,5,5,0,3,2,7,7,2013-05-17,2014-11-06,"MULTILINESTRING ((545015.7090789317 9584850.268892813, 544998.1772982946 9584754.665179783))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e06,136122,3175,RUA SABINO BATISTA,120,132.08,122,479,Local,Asfalto,Com,Com,Com,Com,Com,Com,49,52,3,45,7,38,38,2013-05-17,2014-11-06,"MULTILINESTRING ((549462.7760519112 9588489.801128954, 549334.1510519112 9588519.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e07,108722,560,RUA BOA-NOITE,140,59.42,1,397,Local,Asfalto,Com,Com,Com,Com,Com,Sem,12,13,0,11,2,14,14,2013-05-17,2014-11-06,"MULTILINESTRING ((550246.2825919443 9583288.68495626, 550201.0283961288 9583313.913776226, 550195.1942315114 9583318.801860094))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e08,136094,4169,AVENIDA PRO MURILO SILVEIRA,120,90.81,300,300,Local,Asfalto,Com,Com,Com,Com,Com,Com,37,37,0,36,1,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((559475.6921071847 9588346.348884247, 559393.9028964574 9588306.88559007))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e09,131100,4536,RUA GRITO DE ALERTA,180,10.12,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((547624.7559574136 9590680.721035104, 547615.4295314096 9590684.658278087))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e0a,119331,1547,RUA PRO HENRIQUE FIRMEZA,40,28.34,1229,1229,Local,Pedra rust,Com,Com,Com,Com,Com,Com,0,0,0,0,0,3,3,2013-05-17,2014-11-14,"MULTILINESTRING ((559556.2302994468 9589061.195185516, 559531.0964664045 9589048.104647474))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e0b,136971,32434,RUA SAO LUIS (SÃO BENTO),40,45.04,,,Local,Sem,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((557632.3115484341 9574850.012939876, 557589.4160795949 9574836.286389848))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e0c,142538,34607,TRAVESSA DOLORES,40,55.72,,,Local,Sem,Com,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((550747.2721674757 9578788.0691634, 550770.3481242033 9578746.456782417, 550772.807037625 9578738.701747779))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e0d,142606,6050,RUA HONG KONG (PARQUE SANTA MARIA),40,48.28,,,Local,Pedra rust,Com,Sem,Sem,Sem,Com,Sem,1,0,1,0,0,2,2,2013-05-17,2013-05-17,"MULTILINESTRING ((555480.1457285387 9573709.68006329, 555477.1337187535 9573685.912509203, 555472.4322387511 9573662.052498192))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e0e,115379,34891,TRAVESSA JOANA DARC,60,89.44,,,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((548429.2057049524 9578608.801030265, 548433.9903190981 9578618.66929694, 548444.456662542 9578635.714484835, 548452.5905065897 9578652.281211315, 548452.4110835593 9578656.587364046, 548451.2149300228 9578661.431785868, 548447.1480079989 9578666.754669106, 548445.2939700175 9578670.103899008, 548455.1024290163 9578687.74716367))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e0f,153511,3178,RUA MON SABINO FEIJÃO,480,35.75,29,1952,Local,Pedra rust,Com,Com,Com,Com,Com,Com,5,4,1,3,1,7,7,2013-05-17,2014-11-14,"MULTILINESTRING ((544451.1371028556 9579852.920427253, 544436.0289924579 9579820.519901339))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e10,140348,4210,RUA RIO NILO,60,118.44,18,2526,Paisagistica,Pedra rust,Sem,Com,Sem,Com,Com,Sem,14,11,1,13,0,14,14,2013-05-17,2017-11-07,"MULTILINESTRING ((549578.4573069045 9590092.229274187, 549574.7436760357 9590094.20052767, 549566.6232867643 9590099.51631092, 549564.8007152611 9590100.669382038, 549560.9863129521 9590101.940849474, 549553.5070927385 9590102.913148103, 549543.1109766415 9590105.830043986, 549522.3935366498 9590113.608433008, 549517.0084980959 9590116.226160081, 549487.9143314648 9590130.810639499, 549469.7398263457 9590137.467145488))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e11,119500,3812,RUA 745 (CONJ. CEARÁ II),40,40.16,10,11,Local,Pedra rust,Com,Com,Sem,Com,Com,Com,0,0,0,0,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((544006.2405595398 9582842.503296416, 543982.4631431623 9582810.135050252))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e12,131489,3975,RUA APRENDIZES MARINHEIRO,180,40.1,654,672,Local,Asfalto,Com,Com,Com,Com,Com,Sem,6,6,0,5,1,7,7,2013-05-17,2013-05-17,"MULTILINESTRING ((550930.551283066 9589036.264668014, 550890.5395324514 9589038.959572274))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e13,106430,33150,RUA PDE CICERO (BARRA DO CEARÁ),200,15.59,,,Local,Pedra rust,Com,Com,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((547457.7789518505 9590523.847550757, 547454.2304244895 9590508.667739267))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e14,120789,5290,RUA MIN PETRÔNIO PORTELA,40,34.27,308,373,Local,Paralelep.,Com,Com,Com,Com,Com,Com,10,10,0,10,0,2,2,2013-05-17,2018-10-31,"MULTILINESTRING ((555656.3546574909 9583241.776920823, 555646.3100775393 9583209.011053981))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e15,132618,2877,RUA PINTO MADEIRA,220,122.59,876,998,Arterial II,Asfalto,Com,Com,Com,Com,Com,Com,57,60,0,54,6,14,14,2013-05-17,2019-03-13,"MULTILINESTRING ((553571.4865058304 9587448.351064458, 553688.42446311 9587411.557501579))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e16,134706,5520,RUA DR BERNARDO FEITOSA,180,34.25,,,Local,Asfalto,Sem,Sem,Sem,Sem,Com,Com,5,0,5,0,0,5,5,2013-05-17,2019-04-11,"MULTILINESTRING ((563017.6510519112 9582021.801128954, 563030.135856872 9582002.399121, 563037.8733830834 9581994.32600613))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e17,132238,2963,RUA 41 (CONJ. RESID. PREF. JOSÉ WALTER),200,128.6,570,1221,Local,Paralelep.,Com,Com,Com,Com,Com,Com,17,18,0,18,0,20,20,2013-05-17,2014-11-06,"MULTILINESTRING ((548895.7135519112 9575947.801128954, 548932.7466458675 9576070.956024697))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e18,134275,650,RUA CAMÉLIA,80,92.4,156,624,Local,Asfalto,Com,Com,Com,Com,Com,Com,37,37,0,33,4,38,38,2013-05-17,2014-11-06,"MULTILINESTRING ((548511.2901552323 9590009.354856683, 548491.9445952005 9590017.531845974, 548424.135415708 9590039.868987454))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e19,115817,10254,TRAVESSA STA RITA (CANINDEZINHO),40,66.16,201,201,Local,Asfalto,Com,Sem,Sem,Sem,Com,Sem,1,1,0,1,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((545419.2636783759 9579768.639199186, 545421.6010589591 9579766.50331693, 545473.9801413482 9579731.503394913))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e1a,143956,244,RUA PDE ANDRADE,40,80.34,130,160,Local,Pedra rust,Sem,Com,Com,Com,Com,Sem,1,2,0,2,0,5,5,2013-05-17,2014-11-06,"MULTILINESTRING ((551519.3892934561 9581278.838400526, 551516.9542265877 9581281.846424304, 551444.0555885987 9581304.94017143))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e1b,143979,7149,RUA NILTON MONTENEGRO,40,66.04,75,363,Local,Asfalto,Com,Com,Com,Com,Com,Sem,3,2,1,2,0,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((542795.8103330486 9578639.759661559, 542749.3179106364 9578592.859410878))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e1c,132631,1484,RUA GRACO CARDOSO,220,60.62,,,Local,Asfalto,Com,Com,Com,Sem,Com,Com,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((544464.5038259759 9585353.917476032, 544413.9601190644 9585365.842785032, 544405.3346900891 9585366.888291577))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e1d,108434,5100,RUA RANGEL PESTANA,140,93.77,229,1378,Local,Paralelep.,Com,Com,Com,Com,Com,Com,15,15,0,13,2,10,10,2013-05-17,2014-11-06,"MULTILINESTRING ((558261.1273629738 9581036.301143823, 558354.5425422419 9581044.424202887))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e1e,136078,1147,RUA ELCIAS LOPES,120,98.47,259,1677,Local,Asfalto,Com,Com,Com,Com,Com,Com,32,24,10,15,9,27,27,2013-05-17,2014-11-06,"MULTILINESTRING ((549140.7523556165 9583230.58745105, 549233.8033861535 9583198.370556531))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e1f,143988,10289,RUA DEP JOEL MARQUES,40,130.39,321,321,Local,Asfalto,Com,Com,Com,Com,Com,Sem,41,3,38,3,0,42,42,2013-05-17,2014-11-06,"MULTILINESTRING ((546991.9841665138 9585049.20555105, 546981.4931103609 9585058.98534916, 546915.5239267556 9585132.778371252, 546906.0997576691 9585147.003532138))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e20,136079,1356,RUA PDE FRANCISCO PINTO,120,97,358,3107,Local,Asfalto,Com,Com,Com,Com,Com,Com,13,12,1,4,8,14,14,2013-05-17,2014-11-06,"MULTILINESTRING ((551063.0260519112 9586223.801128954, 550991.0260519112 9586288.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e21,136085,5459,RUA FULGÊNCIO CRUZ,120,73.02,645,891,Local,Pedra rust,Com,Com,Com,Com,Com,Com,10,10,0,10,0,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((557749.5923382147 9578023.804354535, 557756.8450496916 9578014.605793638, 557769.3804647838 9578004.154101899, 557804.7837035991 9577976.396386832))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e22,107129,1887,RUA JOAQUIM LIMA,200,109.33,640,1320,Local,Asfalto,Com,Com,Com,Com,Com,Com,49,49,0,45,4,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((558202.5943463027 9586307.153832713, 558307.0260519112 9586274.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e23,144029,7379,AVENIDA A (CONJ. ESPERANÇA),40,213.67,,,Local,Asfalto,Com,Com,Com,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2014-11-06,"MULTILINESTRING ((545649.3385519112 9577990.801128954, 545494.2760519112 9578137.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e24,138806,34567,RUA CASTRO ALVES (CONJUNTO PALMEIRAS),60,72.94,59,59,Local,Sem,Com,Sem,Sem,Sem,Com,Sem,5,2,3,1,1,5,5,2013-05-17,2013-05-17,"MULTILINESTRING ((552648.9827880681 9575651.620229818, 552604.2921819575 9575593.975824827))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e25,134288,7028,RUA 7 (CONJ. MIRASSOL),80,34.87,,,Local,Asfalto,Com,Com,Sem,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((550565.9966318026 9580445.281768076, 550532.0657858507 9580453.30058128))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e26,153467,1606,AVENIDA CAP HUGO BEZERRA,480,33.56,,,Coletora,Pedra rust,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2017-11-07,"MULTILINESTRING ((553590.5044005123 9577856.739228893, 553560.4837811961 9577871.749538554))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e27,133514,32133,TRAVESSA GRITO DO IPIRANGA,80,72.45,,,Coletora,Sem,Com,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2017-11-07,"MULTILINESTRING ((561013.2541335543 9585304.546915913, 561010.2216913747 9585307.85503578, 561005.6827035795 9585310.44521681, 561000.92394821 9585315.12262212, 561000.0601150291 9585318.710852258, 560986.5710276654 9585330.738068083, 560979.178609098 9585338.263384063, 560973.8090881257 9585345.506156122, 560969.7515183644 9585348.451166432, 560965.0914833784 9585352.815650724, 560961.9828495445 9585354.022844043))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e28,134325,32118,TRAVESSA OLIVEIRA FILHO I,80,84.45,,,Local,Sem,Com,Com,Sem,Sem,Com,Sem,2,0,2,0,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((560232.4217280127 9586290.034124501, 560228.9126827911 9586288.53033448, 560224.274160403 9586286.160712276, 560218.6017966555 9586284.2714531, 560212.1844748422 9586281.768918062, 560204.9739698556 9586279.037704516, 560186.9716695591 9586272.407997897, 560166.2898426375 9586263.782038087, 560155.6298843697 9586260.857157076, 560153.4662881971 9586261.192843787, 560153.4590291659 9586261.195627159))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e29,132979,10977,RUA ULISSES MAGALHAES,80,26.72,,,Local,Pedra rust,Com,Sem,Sem,Sem,Com,Sem,5,5,0,5,0,5,5,2013-05-17,2013-05-17,"MULTILINESTRING ((547647.7545775125 9590454.722338337, 547637.7611044834 9590429.94358936))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e2a,133069,32585,TRAVESSA 1 DE ABRIL (JANGURUSSU),80,27.96,,,Local,Sem,Com,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((553795.2532903794 9576527.173492823, 553780.5418484764 9576533.85171316, 553770.3793392669 9576539.852432884))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e2b,134336,783,RUA AUGUSTA BENEVIDES (PQ ST MARIA),80,53.45,,,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,1,0,1,0,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((555356.2696922463 9574465.489442118, 555303.267279798 9574458.617296241))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e2c,133271,34449,RUA ANA PAULA SANTOS,80,65.71,,,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((543758.9583349513 9577761.562110227, 543732.044493885 9577712.912355233, 543726.126862868 9577704.718712285))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e2d,134349,309,RUA ANTONIO JOAQUIM DE CARVALHO,80,32.38,14,510,Local,Asfalto,Com,Com,Com,Com,Com,Sem,1,1,0,1,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((547703.6910671088 9589159.131034134, 547695.6331727275 9589158.563576782, 547672.8720452699 9589150.048948662))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e2e,112125,4638,RUA STA MARIA,80,31.97,,,Paisagistica,Asfalto,Com,Sem,Sem,Com,Com,Com,0,0,0,0,0,2,2,2013-05-17,2017-11-07,"MULTILINESTRING ((545357.168663012 9581290.944049379, 545344.0260519112 9581261.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e2f,132656,3534,RUA VALVERDE,220,81.08,575,1448,Local,Asfalto,Com,Com,Com,Com,Com,Com,10,10,0,9,1,7,7,2013-05-17,2014-11-06,"MULTILINESTRING ((544008.390920579 9581179.021165123, 543983.4930078975 9581101.8582126))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e30,136065,1495,AVENIDA DAS GRAVIOLAS,120,17.3,60,60,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,2,0,1,1,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((558414.4555640735 9585257.879550185, 558425.9501598207 9585270.810970401))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e31,144056,5789,RUA RIO TINTO,40,99.69,61,705,Local,Asfalto,Com,Com,Com,Com,Com,Sem,12,11,2,7,4,11,11,2013-05-17,2014-11-06,"MULTILINESTRING ((555117.7034068195 9576542.904192964, 555021.3890565347 9576568.632416481))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e32,132668,1182,RUA CEL ERNESTO MATTOS,220,147.63,436,630,Local,Asfalto,Com,Com,Com,Com,Com,Com,5,6,2,1,5,5,5,2013-05-17,2014-11-06,"MULTILINESTRING ((556614.7760519112 9576375.801128954, 556611.8288307484 9576367.59581808, 556631.1194673751 9576230.03144214))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e33,132672,747,RUA PRO CARVALHO,220,89.8,215,4237,Local,Asfalto,Com,Com,Com,Com,Com,Com,12,12,0,11,1,7,7,2013-05-17,2018-11-09,"MULTILINESTRING ((553972.8775626529 9584603.801292138, 553991.2629418502 9584515.904068306))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e34,136099,2451,RUA MINAS GERAIS,120,132.94,47,760,Local,Asfalto,Com,Com,Com,Com,Com,Com,16,16,0,13,3,19,19,2013-05-17,2018-11-09,"MULTILINESTRING ((548542.0163696967 9585190.614593627, 548500.364511629 9585148.345670994, 548460.2553149712 9585086.639214598))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e35,136055,1881,RUA CEL JOAQUIM FRANKLIN,120,106.43,296,5740,Local,Asfalto,Com,Com,Com,Com,Com,Com,22,24,0,18,6,21,21,2013-05-17,2018-12-18,"MULTILINESTRING ((545397.3782183366 9586277.265291136, 545292.0804545596 9586261.792537587))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e36,132643,5774,RUA TIBÚRCIO PEREIRA,220,144.15,702,746,Local,Pedra rust,Com,Com,Com,Com,Com,Com,9,8,1,8,0,10,10,2013-05-17,2020-06-03,"MULTILINESTRING ((554513.9719604375 9579941.104231164, 554488.5729632059 9579799.210098408))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e37,118932,4537,RUA BENJAMIN BARRETO,40,45.38,1,70,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,2,2,0,2,0,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((548161.6564524677 9590347.539671542, 548124.6705847651 9590373.838667925))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e38,136014,1524,RUA GUERRA JUNQUEIRO,120,71.59,525,7244,Local,Asfalto,Com,Com,Com,Com,Com,Com,8,7,1,4,3,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((550373.1285952873 9581961.46998666, 550305.7755812589 9581985.747077117))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e39,108220,5081,AVENIDA SAPIRANGA,140,75.88,796,1121,Local,Pedra rust,Com,Com,Com,Com,Com,Com,1,0,1,0,0,4,4,2013-05-17,2013-05-17,"MULTILINESTRING ((558954.1510519112 9580722.801128954, 559011.70729433 9580673.360727819))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e3a,131732,34245,RUA RAQUEL NUNES,200,20.82,,,Local,Sem,Sem,Sem,Sem,Sem,Com,Sem,1,0,1,0,0,2,2,2013-05-17,2013-05-17,"MULTILINESTRING ((550303.9162087648 9579121.586545082, 550295.8809742855 9579109.738973057, 550291.7753800211 9579104.694957247))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e3b,137169,4034,RUA GUIMARÃES PASSOS,40,24.39,104,104,Coletora,Asfalto,Com,Sem,Sem,Com,Com,Sem,1,1,0,1,0,1,1,2013-05-17,2017-11-07,"MULTILINESTRING ((546354.1190617392 9585861.284423009, 546329.8665369868 9585858.657710783))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e3c,134356,9500,RUA PLANALTINA,80,34.31,,,Local,Pedra rust,Com,Com,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((547896.2135519112 9576590.801128954, 547882.015019777 9576559.57158944))"
